
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,20000.00000, 0.00000,16.56672, 0.00000,300.00000,16.56672, 0.00000, 0.00000, 0.00000, 0.00000, 0.28512,-0.00265, 0.95844, 0.28979,57.12293,971.01236,3984.05579,-4.91769, 0.04588, 0.23273,
 0.10000,30.00000,-0.00042,19999.99999, 0.00003,16.56672,-0.00000,300.00000,16.56675,-0.00161, 0.00086,-0.00001,-0.00012, 0.28512,-0.00263, 0.95844, 0.28979,57.12293,971.01236,3984.05579,-4.91769, 0.04588, 0.23273,
 0.20000,60.00000,-0.00169,19999.99997, 0.00021,16.56672,-0.00003,300.00000,16.56678,-0.00313, 0.00327,-0.00004,-0.00042, 0.28512,-0.00261, 0.95844, 0.28979,57.12293,971.01236,3984.05579,-4.91769, 0.04588, 0.23273,
 0.30000,90.00000,-0.00380,19999.99993, 0.00070,16.56671,-0.00010,300.00001,16.56681,-0.00452, 0.00696,-0.00009,-0.00088, 0.28512,-0.00259, 0.95844, 0.28979,57.12293,971.01237,3984.05579,-4.91769, 0.04588, 0.23273,
 0.40000,120.00000,-0.00673,19999.99987, 0.00158,16.56670,-0.00022,300.00001,16.56682,-0.00572, 0.01162,-0.00016,-0.00150, 0.28512,-0.00257, 0.95844, 0.28979,57.12293,971.01237,3984.05579,-4.91769, 0.04588, 0.23273,
 0.50000,150.00000,-0.01049,19999.99979, 0.00295,16.56668,-0.00041,300.00002,16.56684,-0.00669, 0.01693,-0.00023,-0.00225, 0.28512,-0.00256, 0.95844, 0.28979,57.12293,971.01237,3984.05579,-4.91769, 0.04588, 0.23273,
 0.60000,180.00000,-0.01505,19999.99970, 0.00485,16.56665,-0.00069,300.00003,16.56684,-0.00740, 0.02257,-0.00031,-0.00310, 0.28512,-0.00255, 0.95844, 0.28979,57.12294,971.01238,3984.05579,-4.91769, 0.04588, 0.23273,
 0.70000,210.00001,-0.02040,19999.99960, 0.00728,16.56662,-0.00107,300.00004,16.56684,-0.00783, 0.02821,-0.00040,-0.00404, 0.28512,-0.00254, 0.95844, 0.28979,57.12294,971.01238,3984.05579,-4.91769, 0.04588, 0.23273,
 0.80000,240.00001,-0.02653,19999.99947, 0.01024,16.56657,-0.00154,300.00006,16.56683,-0.00799, 0.03356,-0.00048,-0.00502, 0.28512,-0.00254, 0.95844, 0.28979,57.12295,971.01238,3984.05579,-4.91769, 0.04588, 0.23273,
 0.90000,270.00002,-0.03343,19999.99933, 0.01368,16.56652,-0.00211,300.00008,16.56681,-0.00787, 0.03836,-0.00056,-0.00602, 0.28512,-0.00254, 0.95843, 0.28979,57.12296,971.01239,3984.05579,-4.91769, 0.04588, 0.23273,
 1.00000,300.00003,-0.04107,19999.99917, 0.01753,16.56646,-0.00279,300.00011,16.56678,-0.00749, 0.04238,-0.00063,-0.00700, 0.28512,-0.00255, 0.95846, 0.28979,57.12297,971.01240,3984.05579,-4.91505, 0.04588, 0.23273,
 1.10000,329.99985,-0.04943,19999.99966, 0.02179,16.56149,-0.00358,299.99530,16.55862,-0.00686, 0.04763,-0.12837,-0.00805, 0.28510,-0.00253, 0.96607, 0.28978,57.12114,971.01238,3984.05579,-4.05000, 0.04588, 0.23273,
 1.20000,359.99906,-0.05848,20000.00228, 0.02654,16.53867,-0.00451,299.98922,16.53175,-0.00588, 0.05228,-0.32998,-0.00972, 0.28477,-0.00248, 0.96422, 0.28978,57.11882,971.01227,3984.05579,-3.93525, 0.04588, 0.23273,
 1.30000,389.99780,-0.06819,20000.00658, 0.03155,16.49565,-0.00568,299.98647,16.48652,-0.00449, 0.05408,-0.52841,-0.01273, 0.28427,-0.00238, 0.96041, 0.28977,57.11776,971.01209,3984.05579,-3.92002, 0.04588, 0.23273,
 1.40000,419.99652,-0.07850,20000.01138, 0.03644,16.43349,-0.00729,299.98882,16.42477,-0.00262, 0.05204,-0.71205,-0.01770, 0.28363,-0.00226, 0.95577, 0.28978,57.11864,971.01190,3984.05579,-3.91800, 0.04588, 0.23273,
 1.50000,449.99577,-0.08933,20000.01519, 0.04070,16.35382,-0.00956,299.99750,16.34855,-0.00014, 0.04517,-0.87818,-0.02515, 0.28289,-0.00211, 0.95055, 0.28978,57.12195,971.01174,3984.05579,-3.91774, 0.04588, 0.23273,
 1.60000,479.99626,-0.10063,20000.01633, 0.04373,16.25848,-0.01276,300.01358,16.26000, 0.00303, 0.03237,-1.02555,-0.03545, 0.28206,-0.00195, 0.94489, 0.28980,57.12807,971.01170,3984.05579,-3.91770, 0.04588, 0.23273,
 1.70000,509.99876,-0.11233,20000.01297, 0.04480,16.14937,-0.01721,300.03792,16.16127, 0.00700, 0.01239,-1.15336,-0.04886, 0.28117,-0.00179, 0.93893, 0.28982,57.13734,971.01183,3984.05579,-3.91769, 0.04588, 0.23273,
 1.80000,540.00413,-0.12436,20000.00321, 0.04302,16.02848,-0.02323,300.07121,16.05451, 0.01184,-0.01599,-1.26113,-0.06548, 0.28024,-0.00163, 0.93278, 0.28986,57.15004,971.01223,3984.05579,-3.91769, 0.04588, 0.23273,
 1.90000,570.01331,-0.13670,19999.98504, 0.03743,15.89783,-0.03114,300.11401,15.94180, 0.01759,-0.05396,-1.34864,-0.08530, 0.27929,-0.00148, 0.92658, 0.28990,57.16638,971.01297,3984.05579,-3.91769, 0.04588, 0.23273,
 2.00000,600.02724,-0.14933,19999.95646, 0.02694,15.75944,-0.04125,300.16667,15.82519, 0.02422,-0.10255,-1.41595,-0.10823, 0.27833,-0.00135, 0.92041, 0.28995,57.18650,971.01414,3984.05579,-3.91769, 0.04588, 0.23273,
